job_id,job_title,company,industry,country,region,experience_level,remote_type,salary_usd,ai_skills_required,num_ai_skills,applicants,source_platform,posting_date
JOB00413,AI Ethics Analyst,PrismData,Fintech,India,South Asia,Lead,Hybrid,61000,"Generative AI, LLMs, PyTorch, SQL, scikit-learn",5,3.0,LinkedIn,2025-01-20
JOB00414,AI Product Analyst,PulseGroup,Consulting,India,South Asia,Senior,Hybrid,43500,"A/B Testing, AWS, Statistics, scikit-learn",4,17.0,LinkedIn,2025-03-24
JOB00415,Machine Learning Engineer,LumenData,Fintech,United States,North America,Entry,On-site,95500,"Azure ML, Data Visualization, Power BI, SQL, scikit-learn",5,33.0,Indeed,2025-02-12
JOB00416,Generative AI Developer,PulseAnalytics,Fintech,Netherlands,Europe,Entry,Remote,94000,"Generative AI, MLOps, Power BI, Python, Tableau",5,78.0,LinkedIn,2025-01-24
JOB00417,AI Product Analyst,ZenithTechnologies,Manufacturing,Canada,North America,Senior,On-site,122000,"Power BI, Python, Statistics",3,8.0,Indeed,2025-12-08
JOB00418,AI Research Engineer,NimbusSystems,Telecom,Australia,Oceania,Mid,On-site,176000,"Computer Vision, Python, SQL, TensorFlow",4,25.0,LinkedIn,2025-09-08
JOB00419,Business Intelligence Analyst (AI),ArcAnalytics,E-commerce,United States,North America,Mid,Remote,92500,"A/B Testing, Excel, PyTorch, scikit-learn",4,42.0,LinkedIn,2025-04-10
JOB00420,MLOps Engineer,ArcLabs,Telecom,United States,North America,Entry,Remote,96000,"Azure ML, NLP, R, Statistics, scikit-learn",5,83.0,Indeed,2025-10-20
JOB00421,Generative AI Developer,LumenData,Telecom,United States,North America,Mid,Remote,139000,"Excel, MLOps, Python",3,59.0,LinkedIn,2025-03-13
JOB00422,Data Engineer (AI Systems),ArcSolutions,Government,Netherlands,Europe,Mid,Hybrid,107500,"Computer Vision, ETL, Excel, NLP, R, TensorFlow",6,37.0,Indeed,2025-05-16
JOB00423,Computer Vision Engineer,CortexTechnologies,Consulting,Pakistan,South Asia,Entry,Hybrid,29500,"Data Visualization, Generative AI, MLOps, R, SQL",5,42.0,Glassdoor,2025-07-15
JOB00424,AI Ethics Analyst,HelixLabs,Fintech,United States,North America,Mid,On-site,111000,"A/B Testing, Computer Vision, Data Visualization, PyTorch, Tableau",5,26.0,Indeed,2025-04-16
JOB00425,NLP Engineer,AtlasTechnologies,Healthcare,France,Europe,Mid,Remote,109000,"A/B Testing, MLOps, Prompt Engineering, Python, Tableau, TensorFlow",6,48.0,Indeed,2025-02-26
JOB00426,Applied Scientist,VertexWorks,Telecom,Netherlands,Europe,Senior,Remote,226000,"AWS, Data Visualization, Excel, SQL",4,20.0,LinkedIn,2025-08-21
JOB00427,Data Scientist,PulseTechnologies,Healthcare,United States,North America,Lead,On-site,256500,"Azure ML, Tableau, TensorFlow",3,8.0,Indeed,2025-04-25
JOB00428,Prompt Engineer,VertexWorks,Healthcare,Germany,Europe,Senior,Remote,128000,"Computer Vision, ETL, Excel, MLOps, SQL, TensorFlow",6,20.0,LinkedIn,2025-09-22
JOB00429,MLOps Engineer,PulseGroup,Fintech,India,South Asia,Entry,Hybrid,23500,"Azure ML, ETL, Generative AI",3,72.0,LinkedIn,2025-04-08
JOB00430,Applied Scientist,QuantumData,Healthcare,Singapore,Southeast Asia,Lead,Remote,200500,"Computer Vision, Docker, MLOps, PyTorch, Statistics, TensorFlow",6,15.0,CompanyWebsite,2025-02-28
JOB00431,MLOps Engineer,ZenithWorks,Consulting,United Kingdom,Europe,Senior,Remote,192500,"Docker, Excel, Power BI, Prompt Engineering, Python, SQL",6,21.0,CompanyWebsite,2025-08-22
JOB00432,Generative AI Developer,LumenSystems,Consulting,United States,North America,Mid,Remote,160000,"A/B Testing, Computer Vision, ETL, SQL, Statistics, TensorFlow",6,46.0,Indeed,2025-09-29
JOB00433,MLOps Engineer,CortexIntelligence,Healthcare,India,South Asia,Senior,On-site,76500,"Docker, ETL, Excel, PyTorch",4,14.0,CompanyWebsite,2025-07-02
JOB00434,Business Intelligence Analyst (AI),VantageIntelligence,Consulting,United Kingdom,Europe,Lead,Hybrid,150500,"Docker, LLMs, Power BI, Prompt Engineering",4,10.0,LinkedIn,2025-05-11
JOB00435,AI Research Engineer,NimbusGroup,E-commerce,Netherlands,Europe,Senior,On-site,200000,"Data Visualization, Docker, Prompt Engineering, Tableau, scikit-learn",5,9.0,Indeed,2025-05-24
JOB00436,NLP Engineer,QuantumLabs,Telecom,United States,North America,Mid,On-site,128000,"Azure ML, LLMs, R, Tableau, TensorFlow, scikit-learn",6,23.0,LinkedIn,2025-03-12
JOB00437,MLOps Engineer,VantageData,Fintech,India,South Asia,Mid,On-site,45000,"Computer Vision, TensorFlow, scikit-learn",3,25.0,Indeed,2025-08-12
JOB00438,Prompt Engineer,QuantumSolutions,E-commerce,India,South Asia,Entry,Remote,25500,"A/B Testing, Data Visualization, Power BI",3,79.0,LinkedIn,2025-06-10
JOB00439,Applied Scientist,DeltaGroup,Education,UAE,Middle East,Mid,Hybrid,167000,"AWS, Excel, PyTorch, Python, Tableau, TensorFlow",6,35.0,CompanyWebsite,2025-05-13
JOB00440,Business Intelligence Analyst (AI),OrbitIntelligence,Media & Entertainment,United Kingdom,Europe,Mid,Hybrid,79000,"R, SQL, Statistics, TensorFlow",4,34.0,Glassdoor,2025-09-18
JOB00441,Computer Vision Engineer,NimbusLabs,E-commerce,India,South Asia,Lead,On-site,99500,"Azure ML, Generative AI, MLOps, Power BI, Prompt Engineering, Python",6,9.0,LinkedIn,2025-06-26
JOB00442,AI Solutions Consultant,QuantumSystems,Manufacturing,United Kingdom,Europe,Mid,On-site,101500,"Excel, LLMs, PyTorch",3,29.0,CompanyWebsite,2025-05-17
JOB00443,AI Research Engineer,DeltaData,Manufacturing,UAE,Middle East,Senior,Remote,161500,"AWS, Azure ML, Docker, Generative AI, Prompt Engineering",5,19.0,AngelList,2025-03-17
JOB00444,Prompt Engineer,OrbitGroup,Fintech,Pakistan,South Asia,Entry,Remote,25500,"A/B Testing, AWS, ETL, SQL, Tableau, scikit-learn",6,62.0,Indeed,2025-07-06
JOB00445,NLP Engineer,NimbusData,Media & Entertainment,United States,North America,Mid,Remote,143500,"Azure ML, Prompt Engineering, Statistics",3,61.0,LinkedIn,2025-03-09
JOB00446,AI Research Engineer,LumenIntelligence,Fintech,UAE,Middle East,Entry,Hybrid,100000,"A/B Testing, Docker, SQL, TensorFlow, scikit-learn",5,70.0,LinkedIn,2025-05-19
JOB00447,Data Engineer (AI Systems),CortexSystems,E-commerce,Germany,Europe,Mid,Remote,115500,"A/B Testing, AWS, Excel, Generative AI, MLOps, Prompt Engineering",6,52.0,AngelList,2025-01-12
JOB00448,MLOps Engineer,DeltaData,Telecom,Poland,Europe,Mid,On-site,96000,"Azure ML, Generative AI, Prompt Engineering, PyTorch, R, Tableau",6,28.0,AngelList,2025-01-02
JOB00449,MLOps Engineer,AtlasSystems,Telecom,India,South Asia,Lead,Remote,80500,"Computer Vision, MLOps, SQL, Statistics",4,9.0,LinkedIn,2025-12-30
JOB00450,AI Data Analyst,PulseLabs,Healthcare,India,South Asia,Entry,Hybrid,15500,"Computer Vision, Tableau, scikit-learn",3,55.0,AngelList,2025-03-31
JOB00451,AI Research Engineer,HelixTechnologies,Fintech,Germany,Europe,Entry,On-site,99000,"ETL, NLP, R, Tableau",4,45.0,Indeed,2025-08-17
JOB00452,AI Research Engineer,ArcGroup,Fintech,United States,North America,Senior,On-site,212500,"AWS, Generative AI, NLP, TensorFlow",4,7.0,LinkedIn,2025-02-06
JOB00453,Data Scientist,HelixData,Education,Pakistan,South Asia,Lead,Hybrid,78000,"A/B Testing, AWS, ETL, Generative AI, Power BI, scikit-learn",6,11.0,Indeed,2025-09-18
JOB00454,Prompt Engineer,NovaGroup,Government,United States,North America,Mid,On-site,118500,"Data Visualization, Power BI, Prompt Engineering",3,23.0,Indeed,2025-10-28
JOB00455,Generative AI Developer,LumenTechnologies,Consulting,France,Europe,Mid,Hybrid,131500,"AWS, Computer Vision, Excel, PyTorch, Python, scikit-learn",6,33.0,LinkedIn,2025-07-28
JOB00456,AI Solutions Consultant,NovaData,Telecom,United States,North America,Mid,Hybrid,98000,"Computer Vision, ETL, Tableau",3,35.0,Indeed,2025-11-08
JOB00457,Computer Vision Engineer,OrbitLabs,Consulting,India,South Asia,Senior,Hybrid,64000,"Computer Vision, LLMs, NLP",3,18.0,Indeed,2025-04-28
JOB00458,NLP Engineer,VertexSystems,Manufacturing,India,South Asia,Mid,On-site,49500,"A/B Testing, Computer Vision, MLOps, SQL, Tableau",5,25.0,CompanyWebsite,2025-10-16
JOB00459,NLP Engineer,OrbitLabs,Fintech,United States,North America,Entry,Remote,104500,"Excel, LLMs, NLP, Power BI, Python, Tableau",6,62.0,Indeed,2025-06-24
JOB00460,Applied Scientist,QuantumSolutions,E-commerce,Germany,Europe,Entry,Remote,87000,"Azure ML, Excel, Generative AI, Python, scikit-learn",5,74.0,CompanyWebsite,2025-10-26
JOB00461,Applied Scientist,PulseSolutions,Telecom,Brazil,South America,Mid,Hybrid,76500,"AWS, NLP, Prompt Engineering",3,41.0,LinkedIn,2025-01-25
JOB00462,Data Engineer (AI Systems),CortexTechnologies,Media & Entertainment,France,Europe,Mid,Hybrid,124500,"Data Visualization, Excel, Generative AI, MLOps, SQL, Tableau",6,39.0,CompanyWebsite,2025-03-11
JOB00463,NLP Engineer,VertexAnalytics,Government,Netherlands,Europe,Mid,On-site,128500,"LLMs, R, Statistics",3,24.0,Glassdoor,2025-10-04
JOB00464,Machine Learning Engineer,ZenithIntelligence,Manufacturing,France,Europe,Entry,Hybrid,87000,"ETL, Excel, NLP",3,62.0,LinkedIn,2025-06-28
JOB00465,Prompt Engineer,ArcSolutions,Government,India,South Asia,Mid,Hybrid,31500,"Data Visualization, NLP, PyTorch, Tableau",4,48.0,LinkedIn,2025-05-07
JOB00466,AI Solutions Consultant,OrbitTechnologies,Media & Entertainment,India,South Asia,Mid,Hybrid,35000,"Computer Vision, Generative AI, TensorFlow",3,36.0,LinkedIn,2025-12-29
JOB00467,NLP Engineer,CortexData,Healthcare,United Kingdom,Europe,Entry,Remote,99500,"Azure ML, Computer Vision, Statistics, TensorFlow",4,73.0,LinkedIn,2025-06-18
JOB00468,AI Data Analyst,HelixData,Education,Pakistan,South Asia,Mid,Hybrid,28500,"A/B Testing, Computer Vision, Power BI, Prompt Engineering, TensorFlow",5,29.0,Indeed,2025-09-04
JOB00469,Business Intelligence Analyst (AI),VertexWorks,Education,India,South Asia,Lead,On-site,56000,"ETL, Excel, Generative AI, NLP, Prompt Engineering, PyTorch",6,5.0,Indeed,2025-03-22
JOB00470,Business Intelligence Analyst (AI),HelixSystems,Government,Pakistan,South Asia,Entry,Hybrid,21000,"Azure ML, Docker, Excel, LLMs, MLOps, NLP",6,66.0,Glassdoor,2025-09-27
JOB00471,AI Data Analyst,HelixGroup,Government,United Kingdom,Europe,Mid,On-site,70000,"Generative AI, LLMs, NLP, TensorFlow",4,24.0,Glassdoor,2025-07-07
JOB00472,AI Product Analyst,HelixWorks,Fintech,Pakistan,South Asia,Mid,Hybrid,37500,"A/B Testing, Data Visualization, Prompt Engineering, R, Statistics, TensorFlow",6,44.0,Indeed,2025-05-20
JOB00473,AI Solutions Consultant,PulseSystems,Media & Entertainment,Singapore,Southeast Asia,Mid,On-site,78500,"Excel, Prompt Engineering, PyTorch, Python",4,36.0,LinkedIn,2025-02-21
JOB00474,Data Scientist,PrismAI,Cybersecurity,Ireland,Europe,Mid,Remote,105500,"A/B Testing, Azure ML, ETL, Generative AI, LLMs",5,65.0,Indeed,2025-04-01
JOB00475,Prompt Engineer,NovaWorks,Consulting,Canada,North America,Senior,Hybrid,178500,"A/B Testing, AWS, NLP, TensorFlow, scikit-learn",5,14.0,AngelList,2025-10-19
JOB00476,Applied Scientist,PrismIntelligence,Consulting,France,Europe,Senior,On-site,235500,"AWS, LLMs, NLP, R, SQL",5,20.0,LinkedIn,2025-07-12
JOB00477,Machine Learning Engineer,NovaSolutions,Fintech,United States,North America,Mid,Remote,145500,"Data Visualization, Excel, PyTorch, R",4,46.0,AngelList,2025-07-11
JOB00478,Machine Learning Engineer,NimbusIntelligence,Government,France,Europe,Mid,Remote,122000,"A/B Testing, ETL, Prompt Engineering, PyTorch, TensorFlow",5,38.0,CompanyWebsite,2025-08-16
JOB00479,AI Research Engineer,NimbusAI,Cybersecurity,Pakistan,South Asia,Entry,Remote,27500,"A/B Testing, Azure ML, LLMs, NLP, Power BI, scikit-learn",6,74.0,LinkedIn,2025-05-01
JOB00480,Machine Learning Engineer,QuantumData,Cybersecurity,Germany,Europe,Senior,Remote,171500,"AWS, PyTorch, Python, SQL, Tableau",5,24.0,LinkedIn,2025-10-22
JOB00481,AI Ethics Analyst,PrismGroup,E-commerce,United Kingdom,Europe,Mid,On-site,70500,"Data Visualization, NLP, Power BI, scikit-learn",4,33.0,Indeed,2025-04-03
JOB00482,Data Engineer (AI Systems),ZenithTechnologies,Healthcare,India,South Asia,Senior,Remote,71500,"Generative AI, MLOps, R",3,28.0,LinkedIn,2025-10-07
JOB00483,NLP Engineer,VertexWorks,Education,Canada,North America,Entry,Remote,87000,"A/B Testing, NLP, PyTorch, Python, R, SQL",6,99.0,LinkedIn,2025-06-10
JOB00484,Prompt Engineer,ArcGroup,Manufacturing,France,Europe,Senior,On-site,102000,"Azure ML, Computer Vision, Excel, PyTorch",4,19.0,Glassdoor,2025-12-14
JOB00485,Applied Scientist,VantageSystems,Education,Netherlands,Europe,Senior,Remote,201500,"Computer Vision, Docker, Power BI, Prompt Engineering, Python, scikit-learn",6,19.0,Indeed,2025-04-09
JOB00486,Prompt Engineer,VertexWorks,Manufacturing,India,South Asia,Entry,On-site,23000,"Excel, MLOps, Statistics, TensorFlow, scikit-learn",5,45.0,LinkedIn,2025-12-30
JOB00487,Computer Vision Engineer,OrbitTechnologies,Consulting,Australia,Oceania,Entry,Remote,77000,"Computer Vision, Docker, Generative AI",3,83.0,Indeed,2025-01-23
JOB00488,AI Product Analyst,PulseData,Healthcare,United States,North America,Mid,Hybrid,88500,"A/B Testing, NLP, Power BI, Python, Statistics",5,34.0,Indeed,2025-04-29
JOB00489,Computer Vision Engineer,DeltaTechnologies,Education,United States,North America,Mid,Remote,138500,"Generative AI, LLMs, Prompt Engineering, PyTorch, scikit-learn",5,66.0,LinkedIn,2025-05-22
JOB00490,Applied Scientist,LumenSolutions,Education,Pakistan,South Asia,Mid,Remote,62000,"A/B Testing, Azure ML, Computer Vision, MLOps",4,41.0,LinkedIn,2025-01-15
JOB00491,AI Solutions Consultant,VertexWorks,Media & Entertainment,Pakistan,South Asia,Mid,On-site,41500,"Azure ML, ETL, MLOps, PyTorch, Tableau, TensorFlow",6,30.0,LinkedIn,2025-10-16
JOB00492,AI Data Analyst,PulseIntelligence,Cybersecurity,United Kingdom,Europe,Entry,On-site,46500,"Azure ML, Excel, MLOps, NLP",4,46.0,LinkedIn,2025-05-13
JOB00493,AI Solutions Consultant,ZenithLabs,Manufacturing,United Kingdom,Europe,Senior,On-site,107000,"Docker, Python, TensorFlow",3,15.0,Indeed,2025-12-21
JOB00494,Generative AI Developer,AtlasData,Education,Poland,Europe,Mid,Remote,147000,"AWS, SQL, Statistics, scikit-learn",4,34.0,CompanyWebsite,2025-07-18
JOB00495,Computer Vision Engineer,VantageWorks,Cybersecurity,United Kingdom,Europe,Senior,On-site,205500,"Computer Vision, MLOps, NLP, R, SQL, TensorFlow",6,,LinkedIn,2025-02-28
JOB00496,Machine Learning Engineer,ZenithGroup,Cybersecurity,Australia,Oceania,Senior,On-site,218000,"NLP, Tableau, TensorFlow",3,10.0,Indeed,2025-10-29
JOB00497,Data Engineer (AI Systems),OrbitWorks,Government,United States,North America,Senior,Hybrid,194500,"Docker, Prompt Engineering, Statistics",3,12.0,Indeed,2025-10-19
JOB00498,Machine Learning Engineer,VantageAI,Healthcare,Germany,Europe,Mid,Remote,110500,"Docker, Generative AI, Statistics, Tableau",4,45.0,Indeed,2025-06-16
JOB00499,Business Intelligence Analyst (AI),HelixSolutions,Education,Australia,Oceania,Senior,Remote,131500,"Excel, LLMs, PyTorch",3,23.0,AngelList,2025-01-30
JOB00500,Computer Vision Engineer,NovaSystems,Fintech,Singapore,Southeast Asia,Mid,Hybrid,92500,"Excel, LLMs, PyTorch",3,35.0,CompanyWebsite,2025-01-20
JOB00501,AI Ethics Analyst,AtlasWorks,Telecom,United Kingdom,Europe,Entry,Remote,66000,"Computer Vision, Data Visualization, LLMs, Power BI, Prompt Engineering",5,81.0,LinkedIn,2025-01-07
JOB00502,AI Ethics Analyst,QuantumIntelligence,Healthcare,Singapore,Southeast Asia,Senior,Remote,91000,"Computer Vision, ETL, Statistics",3,31.0,LinkedIn,2025-04-19
JOB00503,NLP Engineer,DeltaTechnologies,Manufacturing,United States,North America,Entry,On-site,107500,"A/B Testing, Excel, Generative AI, NLP, scikit-learn",5,45.0,Indeed,2025-03-26
JOB00504,AI Data Analyst,VertexSystems,Healthcare,Canada,North America,Entry,Remote,41500,"Data Visualization, Prompt Engineering, Statistics",3,78.0,Glassdoor,2025-04-27
JOB00505,AI Ethics Analyst,ZenithAnalytics,Manufacturing,France,Europe,Entry,On-site,49500,"AWS, Azure ML, Statistics, Tableau, scikit-learn",5,51.0,Indeed,2025-08-15
JOB00506,Applied Scientist,ArcGroup,Manufacturing,Netherlands,Europe,Entry,Remote,66500,"AWS, Prompt Engineering, Tableau",3,67.0,LinkedIn,2025-12-28
JOB00507,Applied Scientist,VantageWorks,Consulting,Pakistan,South Asia,Senior,Remote,73500,"Computer Vision, LLMs, SQL, Statistics, TensorFlow, scikit-learn",6,19.0,LinkedIn,2025-11-07
JOB00508,Data Engineer (AI Systems),PrismAnalytics,Education,Pakistan,South Asia,Mid,Hybrid,41500,"Computer Vision, Excel, Power BI, PyTorch",4,43.0,LinkedIn,2025-07-16
JOB00509,Computer Vision Engineer,LumenSystems,Government,Netherlands,Europe,Mid,Remote,142000,"ETL, Excel, Python, TensorFlow",4,41.0,CompanyWebsite,2025-04-11
JOB00510,Computer Vision Engineer,NovaWorks,Fintech,Netherlands,Europe,Mid,Hybrid,120000,"Data Visualization, ETL, Generative AI, scikit-learn",4,44.0,LinkedIn,2025-07-20
JOB00511,Computer Vision Engineer,CortexAI,E-commerce,United States,North America,Entry,Remote,88500,"Azure ML, Docker, R",3,81.0,AngelList,2025-09-21
JOB00512,Business Intelligence Analyst (AI),CortexWorks,Cybersecurity,India,South Asia,Entry,Hybrid,16000,"Azure ML, Excel, MLOps, Python, R",5,45.0,Glassdoor,2025-07-18
JOB00513,AI Ethics Analyst,DeltaGroup,Manufacturing,UAE,Middle East,Mid,Remote,89000,"LLMs, Python, Statistics, Tableau, scikit-learn",5,55.0,LinkedIn,2025-07-28
JOB00514,Data Scientist,NimbusGroup,Government,United States,North America,Entry,Hybrid,102500,"MLOps, NLP, Prompt Engineering",3,58.0,LinkedIn,2025-02-17
JOB00515,Business Intelligence Analyst (AI),VantageSolutions,Manufacturing,United Kingdom,Europe,Mid,Remote,77500,"Azure ML, ETL, Generative AI, R",4,61.0,LinkedIn,2025-08-20
JOB00516,NLP Engineer,NovaAI,Fintech,UAE,Middle East,Senior,On-site,136500,"A/B Testing, PyTorch, SQL, Statistics",4,8.0,LinkedIn,2025-08-19
JOB00517,Applied Scientist,ArcAI,Cybersecurity,Singapore,Southeast Asia,Entry,Remote,73500,"AWS, Computer Vision, Docker, MLOps, Power BI",5,80.0,LinkedIn,2025-08-07
JOB00518,Computer Vision Engineer,OrbitIntelligence,E-commerce,Singapore,Southeast Asia,Senior,On-site,155000,"Computer Vision, ETL, Excel, LLMs, Prompt Engineering",5,14.0,CompanyWebsite,2025-12-25
JOB00519,AI Data Analyst,OrbitSolutions,Cybersecurity,India,South Asia,Entry,Remote,16000,"ETL, Power BI, R",3,86.0,CompanyWebsite,2025-04-11
JOB00520,Prompt Engineer,LumenWorks,Education,India,South Asia,Senior,Remote,50500,"Docker, NLP, SQL, Tableau, scikit-learn",5,31.0,LinkedIn,2025-01-18
JOB00521,AI Solutions Consultant,VantageTechnologies,Consulting,Ireland,Europe,Entry,Remote,56000,"LLMs, NLP, Prompt Engineering, Python, SQL",5,82.0,Indeed,2025-08-10
JOB00522,AI Data Analyst,VertexGroup,Government,Germany,Europe,Entry,Hybrid,44000,"A/B Testing, Azure ML, ETL, LLMs, Python, TensorFlow",6,62.0,LinkedIn,2025-02-21
JOB00523,Applied Scientist,ArcAI,Government,Australia,Oceania,Entry,Hybrid,114000,"Generative AI, MLOps, Prompt Engineering, Statistics",4,58.0,Glassdoor,2025-10-18
JOB00524,Business Intelligence Analyst (AI),PulseLabs,Manufacturing,United Kingdom,Europe,Lead,On-site,128500,"Azure ML, Computer Vision, Data Visualization, Docker, LLMs, Python",6,5.0,AngelList,2025-09-03
JOB00525,NLP Engineer,OrbitData,Manufacturing,United Kingdom,Europe,Senior,Remote,188500,"A/B Testing, MLOps, Prompt Engineering",3,25.0,Indeed,2025-01-12
JOB00526,MLOps Engineer,DeltaIntelligence,Education,Germany,Europe,Mid,Hybrid,140000,"A/B Testing, Generative AI, Python, R, Tableau, TensorFlow",6,26.0,Indeed,2025-06-09
JOB00527,AI Solutions Consultant,OrbitSolutions,Education,United States,North America,Entry,Hybrid,74500,"MLOps, NLP, Power BI, PyTorch, SQL, scikit-learn",6,48.0,LinkedIn,2025-01-01
JOB00528,Business Intelligence Analyst (AI),NovaGroup,E-commerce,Netherlands,Europe,Senior,On-site,106500,"A/B Testing, Docker, Generative AI, PyTorch, Python, R",6,19.0,Indeed,2025-11-25
JOB00529,AI Product Analyst,PulseWorks,Healthcare,United States,North America,Mid,Hybrid,106500,"Excel, MLOps, Prompt Engineering, PyTorch, TensorFlow",5,25.0,LinkedIn,2025-02-14
JOB00530,Machine Learning Engineer,NimbusSystems,Telecom,Australia,Oceania,Mid,Hybrid,119000,"Prompt Engineering, R, SQL",3,39.0,CompanyWebsite,2025-04-18
JOB00531,Generative AI Developer,ZenithIntelligence,Cybersecurity,Pakistan,South Asia,Senior,Hybrid,75500,"Docker, Prompt Engineering, Tableau",3,23.0,LinkedIn,2025-11-10
JOB00532,Applied Scientist,VantageWorks,Government,Germany,Europe,Entry,Remote,85000,"Docker, Excel, Prompt Engineering, R, SQL, TensorFlow",6,66.0,LinkedIn,2025-01-12
JOB00533,Data Engineer (AI Systems),ArcTechnologies,E-commerce,France,Europe,Entry,Hybrid,77500,"A/B Testing, Computer Vision, ETL, Excel, MLOps",5,53.0,Indeed,2025-07-27
JOB00534,Data Scientist,OrbitLabs,Telecom,India,South Asia,Entry,On-site,31000,"Computer Vision, Generative AI, NLP, PyTorch, scikit-learn",5,40.0,LinkedIn,2025-09-27
JOB00535,Prompt Engineer,LumenWorks,Fintech,Poland,Europe,Entry,Remote,62000,"PyTorch, Python, R, TensorFlow",4,77.0,Indeed,2025-03-09
JOB00536,AI Ethics Analyst,VantageData,Fintech,Canada,North America,Entry,On-site,62500,"Docker, MLOps, Power BI, Prompt Engineering, SQL",5,37.0,Indeed,2025-01-07
JOB00537,Generative AI Developer,ArcAnalytics,Fintech,United States,North America,Entry,Remote,82500,"Docker, MLOps, SQL",3,71.0,Indeed,2025-07-13
JOB00538,NLP Engineer,DeltaData,Media & Entertainment,Pakistan,South Asia,Entry,Remote,28500,"Computer Vision, Excel, Generative AI, SQL",4,66.0,LinkedIn,2025-02-07
JOB00539,MLOps Engineer,CortexTechnologies,Manufacturing,United States,North America,Lead,Remote,307000,"A/B Testing, Azure ML, ETL, MLOps, NLP, Prompt Engineering",6,8.0,LinkedIn,2025-01-07
JOB00540,Applied Scientist,NimbusData,Manufacturing,Singapore,Southeast Asia,Lead,On-site,186000,"Excel, Generative AI, R",3,5.0,AngelList,2025-10-24
JOB00541,AI Ethics Analyst,ZenithAI,E-commerce,France,Europe,Entry,Remote,54000,"Azure ML, PyTorch, TensorFlow",3,67.0,Indeed,2025-02-01
JOB00542,Prompt Engineer,OrbitLabs,Media & Entertainment,France,Europe,Mid,Remote,99000,"Azure ML, Data Visualization, ETL, Excel, NLP, R",6,53.0,LinkedIn,2025-11-01
JOB00543,MLOps Engineer,QuantumWorks,Healthcare,Australia,Oceania,Entry,Remote,80000,"Docker, Power BI, R, Tableau",4,66.0,Glassdoor,2025-10-24
JOB00544,AI Data Analyst,VertexSolutions,Manufacturing,India,South Asia,Senior,On-site,37000,"A/B Testing, Docker, Generative AI, LLMs, NLP, Power BI",6,16.0,CompanyWebsite,2025-03-15
JOB00545,Generative AI Developer,HelixIntelligence,Cybersecurity,United States,North America,Senior,Remote,221000,"LLMs, R, Tableau, TensorFlow",4,22.0,LinkedIn,2025-01-15
JOB00546,AI Ethics Analyst,LumenData,Telecom,Pakistan,South Asia,Mid,On-site,34000,"Excel, LLMs, MLOps, NLP, Power BI, SQL",6,31.0,Indeed,2025-10-06
JOB00547,Data Engineer (AI Systems),PulseGroup,Healthcare,United Kingdom,Europe,Lead,Hybrid,253500,"A/B Testing, Docker, ETL, R, scikit-learn",5,5.0,LinkedIn,2025-09-09
JOB00548,Machine Learning Engineer,PulseSystems,Manufacturing,India,South Asia,Entry,Hybrid,31500,"ETL, Excel, MLOps, R, Tableau, TensorFlow",6,62.0,Indeed,2025-05-24
JOB00549,Applied Scientist,QuantumSystems,Media & Entertainment,UAE,Middle East,Mid,Remote,126500,"Docker, NLP, Python, Tableau",4,50.0,Indeed,2025-11-07
JOB00550,MLOps Engineer,LumenIntelligence,Consulting,Brazil,South America,Mid,Remote,56500,"AWS, MLOps, TensorFlow",3,51.0,AngelList,2025-01-28
JOB00551,Applied Scientist,PrismSystems,Cybersecurity,United States,North America,Mid,Remote,189000,"Data Visualization, ETL, PyTorch",3,37.0,LinkedIn,2025-01-05
JOB00552,MLOps Engineer,HelixGroup,Telecom,Australia,Oceania,Entry,Remote,91500,"A/B Testing, AWS, Computer Vision, PyTorch, Python",5,71.0,Glassdoor,2025-08-08
JOB00553,Data Scientist,VertexTechnologies,Media & Entertainment,United States,North America,Lead,Hybrid,247000,"A/B Testing, ETL, Excel, NLP",4,13.0,LinkedIn,2025-11-19
JOB00554,AI Ethics Analyst,NimbusSolutions,Education,United Kingdom,Europe,Entry,Remote,46000,"Generative AI, MLOps, PyTorch, Statistics",4,63.0,LinkedIn,2025-10-28
JOB00555,Prompt Engineer,PulseSolutions,Manufacturing,Singapore,Southeast Asia,Mid,On-site,64000,"Computer Vision, Docker, Excel, MLOps, TensorFlow, scikit-learn",6,31.0,CompanyWebsite,2025-12-01
JOB00556,AI Solutions Consultant,ArcWorks,Media & Entertainment,Canada,North America,Mid,On-site,128000,"AWS, Data Visualization, SQL, Statistics, Tableau",5,26.0,Indeed,2025-07-16
JOB00557,Applied Scientist,QuantumAnalytics,Manufacturing,United States,North America,Mid,On-site,179000,"Azure ML, Computer Vision, Generative AI, TensorFlow",4,37.0,LinkedIn,2025-01-17
JOB00558,Business Intelligence Analyst (AI),VantageSystems,Cybersecurity,Poland,Europe,Entry,Hybrid,39500,"AWS, Azure ML, PyTorch",3,57.0,LinkedIn,2025-04-20
JOB00559,Generative AI Developer,LumenGroup,Government,Australia,Oceania,Mid,On-site,161500,"ETL, SQL, TensorFlow",3,27.0,Glassdoor,2025-03-01
JOB00560,NLP Engineer,NovaAnalytics,E-commerce,India,South Asia,Mid,On-site,49000,"A/B Testing, Power BI, Python, Tableau",4,30.0,LinkedIn,2025-03-26
JOB00561,AI Solutions Consultant,VertexTechnologies,Cybersecurity,France,Europe,Mid,Remote,104000,"Computer Vision, Statistics, scikit-learn",3,41.0,LinkedIn,2025-05-11
